,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,Stage,Cycle,Fluorescence,Corr_Fluorescence,Derivative
1341,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,22,0.8308678328990936,-0.5288012623786926,0.24950864354347008
1342,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,23,1.0838328063488007,-0.3667011260986328,0.2593570130128528
1343,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,24,1.3576771676540376,-0.1837216168642044,0.2572530307005664
1344,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,25,1.6457188785076142,0.013455246575176716,0.24851268749628314
1345,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,26,1.9363350331783296,0.21320654451847076,0.23845197428967535
1346,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,27,2.2147988736629487,0.4008055329322815,0.22707089108074305
1347,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,28,2.470407909154892,0.5655497312545776,0.2143694378694862
1348,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,29,2.7006551682949067,0.7049321532249451,0.2003476146559049
1349,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,30,2.8995124757289887,0.8129246234893799,0.18500542143999907
1350,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,31,3.064653581380844,0.8872008323669434,0.16834285822176875
1351,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,32,3.197585767507553,0.9292681813240051,0.1503599250012139
1352,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,33,3.309847778081894,0.9506653547286987,0.13105662177833455
1353,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,34,3.3985843122005464,0.9485370516777039,0.11043294855313067
1354,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,35,3.4634699285030366,0.9225578308105469,0.0884889053256023
1355,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,36,3.5141999185085298,0.882422924041748,0.06722246487540025
1356,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,37,3.561134284734726,0.8384924530982971,0.048631599982175346
1357,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,38,3.590205854177475,0.7766991853713989,0.032716310645927615
1358,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,39,3.621248906850815,0.7168774008750916,0.019476596866657023
1359,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,middle,40,3.6517769753932954,0.65654057264328,0.008912458644363588
1360,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,41,3.661537355184555,0.5754361152648926,0.0010238959790473173
1361,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,42,3.6770038068294526,0.5000377297401428,-0.004189091129291803
1362,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,43,3.6920957028865815,0.4242647886276245,-0.0067265026806537734
1363,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,44,3.6996833741664887,0.34098759293556213,-0.006588338675038586
1364,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,45,3.711593097448349,0.26203247904777527,-0.0037745991124462433
1365,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,46,3.7267639100551606,0.18633843958377838,0.0017147160071232534
1366,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,47,3.7411152780056,0.10982495546340942,0.007939322410581219
1367,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,48,3.75690216422081,0.03474699333310127,0.012958935824838964
1368,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,49,3.768198436498642,-0.04482158273458481,0.016773556249896498
1369,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,50,3.772876447439194,-0.13100841641426086,0.019383183685753817
1370,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,51,3.772433704137802,-0.22231601178646088,0.02078781813241091
1371,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,52,3.7795335710048676,-0.30608099699020386,0.020987459589867793
1372,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,53,3.7906839311122895,-0.3857954740524292,0.019982108058124462
1373,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,54,3.8048490941524507,-0.46249517798423767,0.01777176353718091
1374,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,55,3.8120388448238374,-0.5461702942848206,0.014356426027037145
1375,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,56,3.819984382390976,-0.6290895938873291,0.009736095527693164
1376,JG045A,38,BP280_GC70,7,False,B14,10000000.0,SYBR,,STANDARD,,78.68444,23,late,57,3.835703319311142,-0.7042354941368103,0.00391077203914896
2174,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,3,-0.0027018278837203924,0.0014170431531965733,0.00041703610195507445
2175,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,4,-0.0006394475698471014,0.0016548484563827515,0.002569687826476593
2176,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,5,0.0006263017654419001,0.0010960227809846401,0.004108700201514428
2177,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,6,0.0010223895311355646,-0.0003324644058011472,0.005034073227068581
2178,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,7,0.0016925841569900568,-0.001486844732426107,0.005345806903139048
2179,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,8,0.004138103127479559,-0.0008659007726237178,0.005043901229725833
2180,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,9,0.005499920248985296,-0.0013286585453897715,0.004128356206828934
2181,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,10,0.006623438000679022,-0.0020297158043831587,0.0025991718344483524
2182,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,11,0.00872399508953095,-0.0017537337262183428,0.0004563481125840851
2183,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,12,0.012191316485404974,-0.00011098729009972885,-0.0023001149587638645
2184,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,13,0.014162024855613714,3.514610943966545e-05,-0.005670217379595498
2185,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,14,0.016129752993583685,0.00017829927674029022,-0.0075392644605071085
2186,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,15,0.02130297422409058,0.003526945598423481,-0.005792561512094978
2187,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,16,0.02906376719474793,0.00946316309273243,-0.0004301085343591175
2188,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,early,17,0.037276497483253485,0.015851318836212158,0.00854809447270048
2189,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,18,0.05091295242309571,0.027663199231028557,0.021142047509083817
2190,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,19,0.07230763733386994,0.04723330959677696,0.03735175057479087
2191,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,20,0.10254961848258973,0.07565071433782578,0.05717720366982168
2192,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,21,0.15045703053474427,0.12173355370759964,0.08061840679417623
2193,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,22,0.22277591228485108,0.19222785532474518,0.1076753599478545
2194,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,23,0.32415801882743833,0.2917853891849518,0.1383480631308565
2195,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,24,0.4645341396331787,0.43033692240715027,0.17263651634318225
2196,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,25,0.6475959777832031,0.6115741729736328,0.20554516343291998
2197,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,26,0.8764997482299804,0.8386533856391907,0.23207844824815793
2198,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,27,1.1458668470382691,1.1061959266662598,0.25223637078889616
2199,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,28,1.4432865142822267,1.401790976524353,0.2660189310551346
2200,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,29,1.7522500514984132,1.7089300155639648,0.2734261290468732
2201,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,30,2.058331346511841,2.0131866931915283,0.27445796476411205
2202,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,31,2.3504589557647706,2.3034896850585938,0.2691144382068512
2203,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,32,2.6247220993041993,2.575928211212158,0.2573955493750905
2204,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,33,2.8618296146392823,2.811211347579956,0.23930129826883018
2205,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,34,3.063275909423828,3.0108330249786377,0.21483168488806997
2206,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,35,3.237418270111084,3.1831507682800293,0.18398670923281
2207,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,36,3.3772901058197022,3.321197986602783,0.15154568549391637
2208,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,37,3.4886449337005616,3.4307281970977783,0.12228792786225516
2209,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,38,3.584851360321045,3.5251100063323975,0.09621343633782635
2210,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,39,3.649609422683716,3.588043689727783,0.07332221092062995
2211,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,40,3.7026833057403565,3.6392929553985596,0.05361425161066596
2212,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,41,3.7367754936218263,3.671560525894165,0.03708955840793442
2213,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,42,3.7694111824035645,3.702371597290039,0.023748131312435264
2214,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,middle,43,3.7987154483795167,3.729851245880127,0.013589970324168534
2215,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,44,3.822968339920044,3.75227952003479,0.006615075443134221
2216,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,45,3.8465105056762696,3.7739973068237305,0.0028234466693323208
2217,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,46,3.8575154304504395,3.783177614212036,0.0022150840027628355
2218,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,47,3.8670955657958985,3.790933132171631,0.003179180080779313
2219,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,48,3.880301570892334,3.802314519882202,0.0041049275407353016
2220,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,49,3.8958855628967286,3.8160738945007324,0.004992326382630801
2221,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,50,3.908607578277588,3.8269715309143066,0.005841376606465809
2222,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,51,3.9225955963134767,3.839134931564331,0.00665207821224033
2223,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,52,3.9336453437805177,3.848360061645508,0.0074244311999543625
2224,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,53,3.937768077850342,3.8506581783294678,0.008158435569607905
2225,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,54,3.9473572731018067,3.8584227561950684,0.00885409132120096
2226,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,55,3.9568730354309083,3.8661139011383057,0.009511398454733522
2227,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,56,3.963422393798828,3.8708388805389404,0.010130356970205598
2228,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,57,3.969295120239258,3.874886989593506,0.010710966867617184
2229,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,58,3.9863697052001954,3.890136957168579,0.011253228146968278
2230,JG045A,61,BP280_GC70,6,False,C13,1000000.0,SYBR,,STANDARD,,21.308525,36,late,59,3.997902488708496,3.8998451232910156,0.011757140808258886
2238,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,3,-0.0021903604269027654,0.6813667416572571,-0.004017520178592001
2239,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,4,-0.0005451083183288519,0.5919749140739441,0.0016056030692229977
2240,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,5,-2.6711821556085757e-05,0.5014563202857971,0.005892290949682739
2241,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,6,0.0003923982381820734,0.41083836555480957,0.008842543462787225
2242,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,7,0.0023697823286056574,0.32177871465682983,0.010456360608536448
2243,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,8,0.004392778873443609,0.23276467621326447,0.010733742386930416
2244,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,9,0.005854403972625738,0.14318926632404327,0.009674688797969124
2245,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,10,0.0069570899009704645,0.05325490981340408,0.007279199841652576
2246,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,11,0.009619018435478216,-0.035120200365781784,0.0035472755179807632
2247,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,12,0.0115736335515976,-0.12420262396335602,-0.0015210841730463058
2248,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,13,0.013130283355712896,-0.21368300914764404,-0.007925879231428632
2249,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,14,0.01604419052600861,-0.30180615186691284,-0.013053249055591942
2250,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,15,0.020819476246833807,-0.38806790113449097,-0.014289333043961934
2251,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,16,0.026545932888984686,-0.4733784794807434,-0.011634131196538626
2252,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,17,0.0328242838382721,-0.5581371784210205,-0.005087643513322012
2253,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,early,18,0.04122022390365601,-0.6407782435417175,0.005350130005687913
2254,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,19,0.057528859376907354,-0.7155066728591919,0.01967918936049114
2255,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,20,0.07974435985088349,-0.7843282222747803,0.037899534551087674
2256,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,21,0.11166760921478272,-0.8434419631958008,0.06001116557747753
2257,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,22,0.1618952512741089,-0.8842513561248779,0.08601408243966067
2258,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,23,0.23559499382972718,-0.9015886783599854,0.11590828513763712
2259,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,24,0.34053207039833067,-0.8876886367797852,0.1496937736714069
2260,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,25,0.481443053483963,-0.8378146886825562,0.1828076173561579
2261,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,26,0.6654228627681732,-0.7448719143867493,0.21068688550707812
2262,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,27,0.8926829755306244,-0.6086488366127014,0.23333157812416763
2263,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,28,1.1577921569347382,-0.43457669019699097,0.2507416952074263
2264,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,29,1.4453473746776582,-0.23805850744247437,0.26291723675685413
2265,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,30,1.7471343934535981,-0.02730853296816349,0.2698582027724513
2266,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,31,2.0430197179317475,0.17753975093364716,0.27023951969352966
2267,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,32,2.324535793066025,0.3680188059806824,0.2627361139594014
2268,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,33,2.5847320020198823,0.5371779799461365,0.24734798557006632
2269,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,34,2.812279409170151,0.6736883521080017,0.22407513452552447
2270,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,35,3.0151917397975923,0.7855636477470398,0.19291756082577596
2271,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,36,3.1698107182979585,0.8491455912590027,0.1595386628953792
2272,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,37,3.297145789861679,0.8854436278343201,0.12960183915889284
2273,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,38,3.404672569036484,0.9019333720207214,0.10310708961631677
2274,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,39,3.4893505036830903,0.8955742716789246,0.08005441426765106
2275,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,40,3.5560907781124116,0.8712774515151978,0.06044381311289567
2276,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,41,3.612167066335678,0.836316704750061,0.04427528615205061
2277,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,42,3.654895490407944,0.7880080938339233,0.03154883338511588
2278,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,43,3.6874429643154145,0.7295185327529907,0.02226445481209148
2279,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,middle,44,3.709531491994858,0.6605700254440308,0.016422150432977418
2280,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,45,3.7340945661067964,0.5940960645675659,0.014021920247773684
2281,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,46,3.749787276983261,0.5187517404556274,0.015063764256480278
2282,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,47,3.762582725286484,0.4405101537704468,0.017418491618543336
2283,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,48,3.7758740842342378,0.36276447772979736,0.01895691149340896
2284,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,49,3.7956818997859956,0.29153525829315186,0.019679023881077173
2285,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,50,3.8046843469142915,0.20950067043304443,0.019584828781547967
2286,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,51,3.8119072377681733,0.12568652629852295,0.018674326194821338
2287,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,52,3.8254110276699067,0.04815328121185303,0.016947516120897288
2288,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,53,3.841108983755112,-0.027185799553990364,0.014404398559775817
2289,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,54,3.83935803771019,-0.11997378617525101,0.011044973511456923
2290,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,55,3.8554515302181245,-0.19491732120513916,0.006869240975940615
2291,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,56,3.8667597234249116,-0.27464616298675537,0.0018772009532268823
2292,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,57,3.869458144903183,-0.3629847764968872,-0.003931146556684273
2293,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,58,3.876054233312607,-0.4474257230758667,-0.00854839927949373
2294,JG045A,62,BP280_GC70,6,False,C14,1000000.0,SYBR,,STANDARD,,77.832115,37,late,59,3.8880166471004487,-0.5265003442764282,-0.009967154940902367
3097,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,3,-0.0034257560968398992,0.000749669037759304,0.019394918975829633
3098,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,4,-0.000692495703697199,0.001749950461089611,0.013861020122807299
3099,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,5,0.0008273929357528742,0.001536860247142613,0.008961761504728976
3100,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,6,0.001228159666061407,0.00020464800763875246,0.0046971431215946605
3101,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,7,0.002062699198722845,-0.0006937913713045418,0.0010671649734043582
3102,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,8,0.004653668403625494,0.00016419887833762914,-0.0019281729398419314
3103,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,9,0.005639335513114935,-0.0005831129383295774,-0.004288870618144214
3104,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,10,0.008132374286651617,0.00017694689449854195,-0.006014928061502484
3105,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,11,0.008957883715629583,-0.0007305226172320545,-0.007106345269916746
3106,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,12,0.010460069775581365,-0.0009613154688850045,-0.007563122243386998
3107,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,13,0.01148002445697785,-0.0016743397573009133,-0.0073852589819132335
3108,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,14,0.012106424570083624,-0.0027809184975922108,-0.006572755485495466
3109,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,15,0.015669158101081854,-0.0009511639946140349,-0.005125611754133682
3110,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,16,0.01794990003108979,-0.0004034009762108326,-0.0030438277878278917
3111,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,17,0.018331310153007513,-0.0017549698241055012,-0.00032740358657808806
3112,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,18,0.020268833637237554,-0.001550425193272531,0.003023660849615722
3113,JG045A,85,BP280_GC70,5,False,D13,100000.0,SYBR,,STANDARD,,26.019442,50,early,19,0.025990656018257147,0.0024384181015193462,0.007009365520753539
